,Calories,Serving,Protein,Sugar,Sodium,Fat,Fiber,Flavour,Popularity
0,199.09347183126908,38.51523235084767,1.9004592049003064,19.85380645666327,74.67409658198929,7.587634359063427,0.1386052023094806,Vanilla,41.259772505048424
1,200.59325941276543,40.93841206760628,2.808665884797752,21.6406654965956,76.74882892287327,6.332618978204674,0.5693149819988506,Strawberry,44.08925381395023
2,200.80908944848494,40.10787340412775,1.8634569991687309,20.10647292206897,73.82275148619661,6.377162225850564,0.2949158095761726,Strawberry,46.94186198060922
3,199.50561547161524,39.529170182069876,2.8198715751738934,19.026628805641444,73.35100940642384,5.971648078150741,0.18152745074828192,Strawberry,53.33179095378511
4,199.3985565288196,39.84005838707783,2.60390738765119,21.735672436293804,76.42220438600938,6.924651789139397,0.5300545521336231,Chocolate,48.471775288286324
5,200.4390117509544,39.36330119918723,3.6758995568450517,19.055817451118248,73.65439890344557,7.685946356835558,0.992098156150152,Chocolate,48.7076255162617
6,201.699421486745,40.99361889141158,2.7196865850012486,18.796996002287457,74.56154432059145,6.274144666679445,0.6006841842679759,Strawberry,51.484401150362906
7,200.5220040517069,39.43477257157979,3.615796501048775,19.437172812090083,75.5768672884921,6.28762495306183,0.7085226135523374,Vanilla,57.92783214405809
8,201.78706757133403,38.091134641905114,4.142337493144192,20.531754448271176,74.87372762848382,6.230035628279697,0.45034273479953124,Strawberry,58.533989468018206
9,200.1163566137771,40.57766576459889,3.8563002182871546,19.043599253635836,73.48972016793223,8.419218946655525,0.5014647280963125,Strawberry,62.95534745243875
10,200.32221492589267,39.27023211946042,2.883643986024482,19.388401949600826,75.78878616173803,5.887843139275306,0.051416545545004855,Chocolate,39.47744708429883
11,200.95395269994196,39.06426294751383,3.444881196288204,20.10901143540043,76.53100181459125,6.3230162937752326,0.7839539972991927,Strawberry,41.96885286769505
12,201.24690975006826,38.24290004157947,2.5955558813644397,19.580185729480952,76.43614108733298,6.283528994964282,0.8466547903519722,Strawberry,51.54655636566015
13,201.13771151371654,39.63681387349125,5.258422355135275,19.055237477920286,73.48481881624559,6.317472213081183,0.9084049291254976,Strawberry,59.68862326639622
14,200.2363417269477,40.89026007685843,2.2494181499812322,21.136168148278227,74.42503689929838,7.509224154109747,0.8353292351691468,Strawberry,41.215906231458
15,200.92798296142718,39.3422552255999,4.194313085295301,20.409421509399795,75.56036656551778,6.650456197048382,0.28864520457068343,Strawberry,42.94251094015973
16,201.84108780842294,39.29393036269185,4.762931566421898,20.434383030222293,75.45000469943145,6.183409463352006,0.8661760124771793,Strawberry,58.24567543192469
17,198.83729505067188,41.06220796044869,2.448540873787399,19.290619938455098,75.84139557348483,7.307154424991324,0.6807299071033802,Chocolate,33.626420228682534
18,199.4038403900608,40.00763173835669,3.2540675675830766,19.819820521504287,75.92655414242749,6.553921529593617,0.681041792024625,Chocolate,31.492132358119655
19,201.9840148027282,40.263764109289056,4.751412709701123,19.06486584299238,74.708822363557,6.496370070647836,0.44908677316581647,Chocolate,68.10672935364238
20,200.69174545944813,38.94045717801091,2.0713654067246488,19.10780488177137,76.09004034368763,6.766559353355025,0.8656621667296945,Strawberry,45.8370904697161
21,200.2669930145473,42.57630398337119,2.865364690676644,21.675770609809383,74.83731541607604,5.991701970252843,0.8664930494791271,Strawberry,47.62403576712754
22,200.26910011226303,39.49166623010179,2.9709330536091434,19.421211028957234,75.29794622872866,6.275119562316219,0.6542775209328224,Vanilla,66.41397894615227
23,202.30275044986303,39.62954481515739,3.5229901399248833,20.788552012645507,73.61702454232233,5.966197360864484,0.15373574373076482,Vanilla,71.04243802270366
24,200.6460286441467,39.85927907953156,2.2983596953492644,19.187523983515575,74.69114098665825,6.333044518935031,0.06604303914199294,Vanilla,54.35610181016233
25,200.073365165202,40.057422295864896,6.132917018802135,20.396063441264452,73.19305535356831,6.5760030581950595,0.35681507436265014,Vanilla,40.812471099610896
26,200.6994877757516,38.83702068738227,1.4720536136669637,20.497461313664132,75.20680407265378,6.9571802883678,0.37241370681201513,Chocolate,63.427999508142854
27,201.29060586683744,39.071689721672776,4.456902519273315,20.36111425934454,74.43688441000052,6.616832029664648,0.01560415437807039,Strawberry,53.052690623411415
28,198.85128355125414,40.06601488899825,4.241555546527218,18.935472166430422,74.17014304031676,8.009108484356668,0.26232674053279836,Chocolate,53.39726974844613
29,199.08129872089447,38.752460190088364,2.2439213755331133,19.823417471605765,74.73027947333729,6.523006688333516,0.607605768634083,Strawberry,51.76654975422467
30,198.37794205173745,40.74964544418342,1.3130718727550266,19.840468038427336,74.81456269079477,6.205373975395359,0.1065152993304278,Chocolate,52.74229377596248
31,200.34978304050313,40.35917381502358,4.046309428920977,17.875818005634763,77.1690645360268,6.412554429679793,0.007521805059853781,Strawberry,73.84510617336645
32,199.8348543549699,38.73534846631318,2.9048338629088413,20.30690848744043,75.02754382161841,7.19025835126426,0.013662197878154259,Strawberry,31.681890712849487
33,203.0819755126608,39.04701231377865,3.2819001684017297,18.27936404493634,76.49980344717476,8.999874724535776,0.9726212063214476,Chocolate,61.18583144444074
34,199.04429689251418,41.85772809288759,1.0651064058004371,19.584819105177743,76.79881340238003,6.720663997347913,0.21812738961402534,Chocolate,51.30141492683778
35,200.2851369158468,40.36932411810311,4.05057821929917,20.03156522549039,74.96012782823863,5.842774118995368,0.4479240874892023,Chocolate,58.89304844946056
